,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
United Nations,,,,,,,,,,
Population Division,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,
,,,,,,,,,,
World Urbanization Prospects: The 2018 Revision,,,,,,,,,,
"File 11a: The 30 Largest Urban Agglomerations Ranked by Population Size at Each Point in Time, 1950-2035",,,,,,,,,,
,,,,,,,,,,
POP/DB/WUP/Rev.2018/1/F11a,,,,,,,,,,
"Copyright © 2018 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2018). World Urbanization Prospects: The 2018 Revision, Online Edition.",,,,,,,,,,
,,,,,,,,,,
,,,,,"The 30 Largest Urban Agglomerations Ranked by Population Size at Each Point in Time, 1950-2035",,,,,
Index,Year,"Rank
Order","Country
code",Country or Area,City code,Urban Agglomeration,Note,Latitude,Longitude,Population (millions)
1,1950,1,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,   12
2,1950,2,392,Japan,21671,Tokyo,1,35.6895,139.6917,   11
3,1950,3,826,United Kingdom,22860,London,2,51.5085,-0.1257,   8
4,1950,4,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,   7
5,1950,5,250,France,20985,Paris,,48.8534,2.3488,   6
6,1950,6,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,   5
7,1950,7,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,   5
8,1950,8,840,United States of America,22956,Chicago,,41.8500,-87.6501,   5
9,1950,9,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,   5
10,1950,10,156,China,20656,Shanghai,5,31.2222,121.4581,   4
11,1950,11,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,   4
12,1950,12,484,Mexico,21853,Ciudad de México (Mexico City),6,19.4273,-99.1419,   3
13,1950,13,276,Germany,204296,Berlin,,52.5244,13.4105,   3
14,1950,14,840,United States of America,23098,Philadelphia,,39.9523,-75.1638,   3
15,1950,15,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,   3
16,1950,16,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,   3
17,1950,17,643,Russian Federation,22365,Sankt Peterburg (Saint Petersburg),,59.9299,30.3262,   3
18,1950,18,840,United States of America,22974,Detroit,,42.3871,-83.1026,   3
19,1950,19,840,United States of America,22939,Boston,,42.3479,-71.0645,   3
20,1950,20,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,   2
21,1950,21,156,China,20689,Tianjin,5,39.1088,117.1886,   2
22,1950,22,826,United Kingdom,22862,Manchester,8,53.4810,-2.2374,   2
23,1950,23,76,Brazil,20287,São Paulo,,-23.5475,-46.6361,   2
24,1950,24,392,Japan,204583,Chukyo M.M.A. (Nagoya),,35.1815,136.9064,   2
25,1950,25,826,United Kingdom,22835,Birmingham (West Midlands),8,52.4814,-1.8998,   2
26,1950,26,156,China,20666,Shenyang,5,41.7922,123.4328,   2
27,1950,27,380,Italy,21588,Roma (Rome),9,41.8947,12.4811,   2
